,REGIONC,UR,KWH
6322,3,1,15
6323,4,1,1
6324,3,1,15
6325,3,2,24
6326,1,2,6
6327,2,1,13
6328,3,1,17
6329,3,1,14
6330,1,1,1
6331,3,1,11
6332,4,1,2
6333,4,1,1
6334,3,1,7
6335,3,1,9
6336,2,1,9
6337,3,1,12
6338,1,1,4
6339,2,2,10
6340,4,1,1
6341,4,1,8
6342,1,1,11
6343,2,2,21
6344,1,1,4
6345,3,1,8
6346,3,2,18
6347,4,1,4
6348,4,1,9
6349,2,2,16
6350,1,1,8
6351,2,1,9
6352,4,1,7
6353,1,1,20
6354,1,2,13
6355,4,1,4
6356,3,1,10
6357,3,1,10
6358,3,2,2
6359,2,1,21
6360,3,1,23
6361,2,1,10
6362,4,1,8
6363,1,1,1
6364,1,1,11
6365,3,1,15
6366,3,2,14
6367,1,1,3
6368,2,1,1
6369,3,1,9
6370,4,1,13
6371,2,1,3
6372,1,2,10
6373,1,1,12
6374,1,1,9
6375,3,1,9
6376,2,1,7
6377,3,1,6
6378,2,1,13
6379,2,1,5
6380,1,1,7
6381,3,2,3
6382,3,1,14
6383,4,1,6
6384,1,1,3
6385,2,1,14
6386,4,1,5
6387,2,2,10
6388,2,1,17
6389,3,1,19
6390,4,1,11
6391,1,1,10
6392,1,1,1
6393,2,1,4
6394,1,1,14
6395,3,2,17
6396,1,1,3
6397,2,1,10
6398,3,1,15
6399,2,2,13
6400,3,2,27
6401,4,1,10
6402,2,1,10
6403,4,1,2
6404,3,1,8
6405,4,1,7
6406,3,1,9
6407,3,1,9
6408,3,2,5
6409,1,1,15
6410,3,2,8
6411,3,2,27
6412,2,1,6
6413,2,1,13
6414,1,1,4
6415,3,1,15
6416,3,1,4
6417,4,1,1
6418,3,1,14
6419,4,1,9
6420,1,1,8
6421,4,1,35
6422,4,1,2
6423,2,1,22
6424,3,1,15
6425,2,2,34
6426,3,1,21
6427,3,1,11
6428,1,2,7
6429,1,1,7
6430,4,1,6
6431,4,1,7
6432,3,2,18
6433,3,1,9
6434,3,2,20
6435,3,1,5
6436,4,1,21
6437,3,1,25
6438,1,1,37
6439,2,1,18
6440,3,1,27
6441,3,1,21
6442,3,1,11
6443,3,1,15
6444,2,2,24
6445,4,1,6
6446,2,1,6
6447,2,1,2
6448,1,1,4
6449,3,1,6
6450,1,1,5
6451,3,1,14
6452,2,1,16
6453,3,2,17
6454,3,1,11
6455,4,1,8
6456,4,1,2
6457,3,1,10
6458,3,2,19
6459,2,1,7
6460,4,1,6
6461,4,1,6
6462,3,1,12
6463,3,1,29
6464,4,1,13
6465,2,1,17
6466,1,1,7
6467,1,1,9
6468,3,1,16
6469,2,2,24
6470,3,2,46
6471,1,1,9
6472,3,1,13
6473,4,2,3
6474,3,2,17
6475,2,2,9
6476,3,1,13
6477,4,1,5
6478,1,1,16
6479,1,1,10
6480,4,1,24
6481,4,1,1
6482,3,1,22
6483,4,1,7
6484,3,1,23
6485,2,1,12
6486,2,1,13
6487,1,1,11
6488,3,1,6
6489,1,1,5
6490,1,1,5
6491,2,2,15
6492,4,1,9
6493,1,1,3
6494,4,1,11
6495,4,1,3
6496,2,1,8
6497,4,1,10
6498,4,1,8
6499,2,2,18
6500,3,1,43
6501,1,2,9
6502,1,1,2
6503,3,1,21
6504,4,1,8
6505,3,2,10
6506,2,1,1
6507,3,1,7
6508,1,1,6
6509,3,1,16
6510,3,1,5
6511,1,1,3
6512,4,1,9
6513,2,1,5
6514,2,1,16
6515,1,1,9
6516,2,1,28
6517,3,1,17
6518,3,1,19
6519,4,1,6
6520,3,1,23
6521,3,1,20
6522,3,1,5
6523,4,1,8
6524,1,1,1
6525,2,1,9
6526,2,1,8
6527,3,2,16
6528,4,1,8
6529,2,1,4
6530,1,1,10
6531,3,2,17
6532,3,1,10
6533,4,1,9
6534,1,1,1
6535,3,2,12
6536,3,1,23
6537,4,1,3
6538,2,2,11
6539,3,1,4
6540,2,1,8
6541,2,2,14
6542,2,1,7
6543,3,2,8
6544,1,2,12
6545,4,1,25
6546,2,1,10
6547,1,1,3
6548,1,2,19
6549,3,2,16
6550,4,1,5
6551,4,1,4
6552,4,1,12
6553,3,2,21
6554,3,1,40
6555,3,2,12
6556,1,1,10
6557,4,1,8
6558,2,2,7
6559,4,1,6
6560,4,1,9
6561,2,1,4
6562,3,1,8
6563,4,1,7
6564,3,1,8
6565,1,1,5
6566,3,1,18
6567,1,1,1
6568,1,1,9
6569,1,1,5
6570,3,2,21
6571,1,1,14
6572,4,1,9
6573,1,1,3
6574,3,2,9
6575,4,1,5
6576,4,1,9
6577,4,1,2
6578,1,1,8
6579,4,1,6
6580,1,2,13
6581,2,2,19
6582,3,1,11
6583,3,1,20
6584,2,1,20
6585,2,1,6
6586,4,1,5
6587,2,2,15
6588,1,1,2
6589,2,1,12
6590,4,1,9
6591,4,1,6
6592,3,1,9
6593,2,2,14
6594,2,1,7
6595,3,1,11
6596,3,2,14
6597,3,1,11
6598,2,1,11
6599,2,2,7
6600,3,1,24
6601,4,1,6
6602,1,1,4
6603,2,1,2
6604,3,1,8
6605,3,1,19
6606,2,1,6
6607,3,2,14
6608,2,1,9
6609,3,2,16
6610,4,1,1
6611,1,1,3
6612,3,1,7
6613,1,1,4
6614,4,1,5
6615,4,1,5
6616,3,1,13
6617,4,1,6
6618,4,1,11
6619,4,1,19
6620,4,1,2
6621,3,1,4
6622,2,1,10
6623,4,1,3
6624,1,1,6
6625,4,1,20
6626,2,1,7
6627,1,2,7
6628,4,1,7
6629,4,1,7
6630,4,1,1
6631,4,1,2
6632,2,1,6
6633,3,1,10
6634,2,1,4
6635,2,1,7
6636,3,1,11
6637,4,1,1
6638,2,1,9
6639,2,1,11
6640,2,1,4
6641,3,1,16
6642,1,1,3
6643,2,2,10
6644,3,2,22
6645,1,1,5
6646,4,1,15
6647,3,2,13
6648,1,1,15
6649,3,2,12
6650,4,2,20
6651,3,1,11
6652,2,1,4
6653,3,1,16
6654,2,1,11
6655,2,2,50
6656,4,1,8
6657,1,1,4
6658,1,1,6
6659,4,1,10
6660,4,1,7
6661,1,1,4
6662,1,1,3
6663,2,2,8
6664,1,1,5
6665,2,1,5
6666,4,1,4
6667,4,1,20
6668,3,1,9
6669,1,1,28
6670,1,1,4
6671,3,1,20
6672,1,1,6
6673,1,1,5
6674,3,1,18
6675,4,1,3
6676,1,1,8
6677,3,1,16
6678,3,1,21
6679,4,1,5
6680,3,2,21
6681,3,1,18
6682,4,1,13
6683,3,1,3
6684,2,1,1
6685,2,1,6
6686,2,1,7
6687,2,2,5
6688,1,2,20
6689,2,1,5
6690,2,1,10
6691,1,1,3
6692,4,1,4
6693,3,2,15
6694,3,1,17
6695,3,1,21
6696,2,1,14
6697,4,1,2
6698,3,1,12
6699,2,1,11
6700,3,1,11
6701,3,1,19
6702,2,1,12
6703,4,1,6
6704,4,1,5
6705,3,1,12
6706,3,1,6
6707,1,2,2
6708,4,1,2
6709,2,1,10
6710,1,1,1
6711,3,1,11
6712,4,1,3
6713,2,1,11
6714,4,1,8
6715,2,1,5
6716,2,1,14
6717,3,1,12
6718,1,1,13
6719,3,1,7
6720,1,1,3
6721,3,1,12
6722,3,1,18
6723,2,2,40
6724,1,2,25
6725,2,2,33
6726,2,1,16
6727,2,1,14
6728,1,2,5
6729,3,1,25
6730,3,1,24
6731,2,1,7
6732,1,1,13
6733,2,1,22
6734,4,1,8
6735,1,2,4
6736,4,1,6
6737,3,2,11
6738,2,1,9
6739,2,1,21
6740,3,2,17
6741,1,1,6
6742,3,1,17
6743,1,1,1
6744,3,2,13
6745,1,1,1
6746,3,2,16
6747,3,2,30
6748,4,1,12
6749,3,1,10
6750,2,1,6
6751,2,2,8
6752,2,1,7
6753,1,1,4
6754,2,1,26
6755,4,1,7
6756,4,1,7
6757,3,1,19
6758,4,1,5
6759,3,1,2
6760,2,1,10
6761,3,2,7
6762,1,1,8
6763,3,2,19
6764,1,1,16
6765,4,1,10
6766,3,1,14
6767,1,1,4
6768,1,1,5
6769,2,1,3
6770,2,1,6
6771,4,1,2
6772,1,1,5
6773,3,2,22
6774,3,1,20
6775,3,2,17
6776,3,1,10
6777,2,1,7
6778,1,1,7
6779,2,1,10
6780,4,1,3
6781,3,1,13
6782,1,1,1
6783,1,1,2
6784,2,1,9
6785,4,1,6
6786,3,1,14
6787,2,1,3
6788,3,2,21
6789,2,1,2
6790,4,1,8
6791,4,1,14
6792,3,1,25
6793,1,1,13
6794,1,1,5
6795,2,1,8
6796,2,1,14
6797,4,1,4
6798,1,2,5
6799,4,1,1
6800,2,1,10
6801,3,1,19
6802,3,1,24
6803,2,1,9
6804,3,1,14
6805,2,1,7
6806,1,1,9
6807,1,1,2
6808,4,1,6
6809,2,1,7
6810,3,1,15
6811,4,1,9
6812,1,1,3
6813,3,1,3
6814,3,1,7
6815,3,2,14
6816,1,1,8
6817,1,1,8
6818,4,2,9
6819,2,1,4
6820,3,1,10
6821,2,2,47
6822,1,1,2
6823,4,1,13
6824,4,1,7
6825,2,1,2
6826,3,1,9
6827,2,1,10
6828,2,1,2
6829,3,1,14
6830,2,1,4
6831,3,2,18
6832,4,2,4
6833,4,1,5
6834,1,1,4
6835,3,1,7
6836,3,1,10
6837,3,1,23
6838,3,2,12
6839,4,1,7
6840,1,1,5
6841,4,1,2
6842,2,1,8
6843,3,1,13
6844,1,1,40
6845,2,1,8
6846,2,1,15
6847,2,2,14
6848,3,1,10
6849,1,1,20
6850,2,1,5
6851,4,1,3
6852,4,1,3
6853,3,2,20
6854,4,2,20
6855,4,1,12
6856,2,2,11
6857,4,1,11
6858,3,1,26
6859,4,1,14
6860,4,1,3
6861,3,1,7
6862,3,1,29
6863,3,2,11
6864,3,1,7
6865,1,1,5
6866,2,2,10
6867,3,2,16
6868,4,1,9
6869,3,2,28
6870,3,2,15
6871,3,1,18
6872,4,1,8
6873,2,1,6
6874,3,1,27
6875,1,2,20
6876,3,1,9
6877,2,1,18
6878,2,2,14
6879,2,1,12
6880,3,2,12
6881,2,1,7
6882,3,1,12
6883,2,1,18
6884,1,1,11
6885,1,1,6
6886,4,1,13
6887,4,1,13
6888,4,1,2
6889,3,1,22
6890,4,1,5
6891,1,1,3
6892,4,2,10
6893,4,1,2
6894,2,1,7
6895,2,2,8
6896,2,2,6
6897,3,1,22
6898,4,2,20
6899,2,1,5
6900,2,1,8
6901,4,1,3
6902,3,1,19
6903,2,1,12
6904,2,1,12
6905,3,1,5
6906,3,2,3
6907,3,2,6
6908,4,1,3
6909,4,1,7
6910,2,1,5
6911,3,2,10
6912,4,1,2
6913,2,1,10
6914,3,1,8
6915,3,1,17
6916,2,1,4
6917,4,2,16
6918,2,2,8
6919,3,1,14
6920,2,2,10
6921,3,1,12
6922,3,1,11
6923,3,2,23
6924,2,2,2
6925,2,1,4
6926,3,1,7
6927,2,1,32
6928,3,2,26
6929,1,2,21
6930,1,2,5
6931,1,1,17
6932,1,1,3
6933,4,1,7
6934,3,1,10
6935,4,1,3
6936,4,1,7
6937,3,2,14
6938,4,1,24
6939,2,1,8
6940,2,1,10
6941,3,2,26
6942,1,1,16
6943,4,1,17
6944,1,1,7
6945,2,2,10
6946,3,1,22
6947,2,1,15
6948,2,1,5
6949,2,2,7
6950,3,2,15
6951,4,1,4
6952,3,1,8
6953,2,1,11
6954,2,1,1
6955,3,1,19
6956,3,1,13
6957,1,1,5
6958,1,1,6
6959,3,2,26
6960,3,1,12
6961,3,1,8
6962,3,2,11
6963,1,1,3
6964,3,1,7
6965,3,1,21
6966,1,1,10
6967,4,1,13
6968,4,1,9
6969,3,1,54
6970,3,1,17
6971,4,1,7
6972,2,2,7
6973,4,2,12
6974,1,1,6
6975,1,1,9
6976,2,1,4
6977,3,1,12
6978,3,1,12
6979,4,1,12
6980,4,1,9
6981,4,1,34
6982,2,1,4
6983,4,1,12
6984,2,1,11
6985,3,1,26
6986,4,1,6
6987,1,1,0
6988,3,2,9
6989,2,1,8
6990,1,1,3
6991,3,1,5
6992,4,1,10
6993,1,1,5
6994,2,1,8
6995,4,1,2
6996,2,1,6
6997,2,2,13
6998,3,1,26
6999,3,1,18
7000,3,1,25
7001,3,1,24
7002,4,1,33
7003,3,1,5
7004,1,1,8
7005,1,1,5
7006,2,1,5
7007,3,2,11
7008,3,1,11
7009,3,2,19
7010,4,1,19
7011,2,1,4
7012,3,1,22
7013,1,1,1
7014,4,1,8
7015,3,1,13
7016,3,1,19
7017,2,1,9
7018,3,1,9
7019,1,1,2
7020,4,1,4
7021,3,2,18
7022,2,1,11
7023,4,1,5
7024,3,1,8
7025,4,1,2
7026,2,1,2
7027,1,1,4
7028,2,2,3
7029,3,2,10
7030,3,1,10
7031,3,1,8
7032,3,1,8
7033,2,1,10
7034,1,1,8
7035,3,1,14
7036,4,1,13
7037,2,1,10
7038,3,1,13
7039,2,1,14
7040,4,1,4
7041,3,2,25
7042,4,1,2
7043,3,2,27
7044,3,1,20
7045,2,1,7
7046,2,1,10
7047,2,1,21
7048,3,2,12
7049,3,1,12
7050,1,1,2
7051,4,1,13
7052,4,1,4
7053,2,2,9
7054,4,1,15
7055,4,1,6
7056,3,1,4
7057,4,2,19
7058,3,1,6
7059,3,1,14
7060,4,1,2
7061,3,2,34
7062,4,2,7
7063,1,1,5
7064,2,2,15
7065,4,1,9
7066,2,2,21
7067,2,2,25
7068,3,1,10
7069,1,1,2
7070,2,1,1
7071,2,1,3
7072,2,1,8
7073,1,2,6
7074,4,2,23
7075,1,1,5
7076,2,2,8
7077,4,1,7
7078,1,1,30
7079,4,2,13
7080,1,1,11
7081,4,2,7
7082,1,1,6
7083,3,1,19
7084,3,2,23
7085,2,1,2
7086,1,1,3
7087,3,1,19
7088,3,1,4
7089,3,1,11
7090,3,1,14
7091,2,1,5
7092,2,2,5
7093,3,1,17
7094,2,1,14
7095,1,1,6
7096,3,1,4
7097,3,2,16
7098,3,1,11
7099,4,1,7
7100,1,1,5
7101,1,1,3
7102,4,1,3
7103,2,2,16
7104,2,1,8
7105,3,1,3
7106,3,1,13
7107,2,1,5
7108,1,2,7
7109,2,1,11
7110,3,2,18
7111,4,1,3
7112,3,1,14
7113,3,2,23
7114,4,2,9
7115,1,1,11
7116,4,1,8
7117,2,1,4
7118,4,1,11
7119,2,2,7
7120,3,1,9
7121,1,1,3
7122,4,1,1
7123,4,1,9
7124,2,1,10
7125,3,2,15
7126,1,1,3
7127,3,1,12
7128,1,1,16
7129,3,2,33
7130,3,1,14
7131,1,2,6
7132,1,1,11
7133,2,1,13
7134,2,1,6
7135,2,1,17
7136,2,1,5
7137,1,1,6
7138,1,1,3
7139,3,1,21
7140,3,1,12
7141,1,1,7
7142,2,1,6
7143,3,1,10
7144,3,1,13
7145,1,1,4
7146,2,1,10
7147,3,1,9
7148,2,2,13
7149,4,1,19
7150,1,1,4
7151,4,2,8
7152,4,1,12
7153,2,1,6
7154,4,1,7
7155,3,1,13
7156,4,1,7
7157,3,1,11
7158,4,1,7
7159,4,1,2
7160,4,1,1
7161,1,1,5
7162,3,1,9
7163,4,2,7
7164,1,1,7
7165,1,2,13
7166,2,2,5
7167,3,2,12
7168,3,2,12
7169,4,1,3
7170,3,1,11
7171,3,2,10
7172,1,2,5
7173,2,2,7
7174,3,1,14
7175,3,1,13
7176,2,1,7
7177,1,1,7
7178,3,2,10
7179,1,1,3
7180,3,1,13
7181,3,1,13
7182,4,1,7
7183,3,1,29
7184,4,1,3
7185,3,1,7
7186,1,1,3
7187,3,2,9
7188,3,1,55
7189,2,1,5
7190,4,2,21
7191,1,1,14
7192,3,2,17
7193,2,1,4
7194,3,2,20
7195,2,1,3
7196,4,2,9
7197,2,1,8
7198,3,2,16
7199,3,1,18
7200,1,1,5
7201,2,2,4
7202,2,1,2
7203,4,1,9
7204,3,1,21
7205,2,1,9
7206,3,1,7
7207,3,2,10
7208,2,2,16
7209,2,1,9
7210,2,1,4
7211,2,1,14
7212,3,1,12
7213,3,1,10
7214,3,1,11
7215,3,1,10
7216,4,1,3
7217,4,1,2
7218,3,1,4
7219,3,1,19
7220,1,1,5
7221,2,2,29
7222,4,1,2
7223,4,2,12
7224,4,1,10
7225,3,2,14
7226,3,2,19
7227,1,1,3
7228,3,1,14
7229,4,1,1
7230,3,2,13
7231,2,1,9
7232,4,1,3
7233,4,1,6
7234,2,1,4
7235,3,1,11
7236,3,1,8
7237,4,1,4
7238,3,1,36
7239,3,1,22
7240,3,1,13
7241,2,1,20
7242,3,1,18
7243,1,1,5
7244,3,2,9
7245,2,1,5
7246,3,1,13
7247,3,2,4
7248,3,1,15
7249,1,1,5
7250,3,1,11
7251,2,2,29
7252,2,1,7
7253,4,2,10
7254,4,1,4
7255,2,1,12
7256,1,1,8
7257,2,2,19
7258,3,1,8
7259,3,1,15
7260,4,1,11
7261,3,1,19
7262,3,1,11
7263,1,1,2
7264,2,1,2
7265,1,1,1
7266,2,2,10
7267,3,2,7
7268,2,1,37
7269,1,1,3
7270,2,2,17
7271,2,1,4
7272,4,1,9
7273,2,1,6
7274,4,1,6
7275,4,1,6
7276,2,1,13
7277,3,2,12
7278,4,1,21
7279,2,1,8
7280,1,1,19
7281,2,2,12
7282,4,1,5
7283,3,2,9
7284,2,2,17
7285,2,1,5
7286,2,2,10
7287,2,1,4
7288,1,1,4
7289,2,2,7
7290,4,1,9
7291,2,1,6
7292,4,1,2
7293,3,1,5
7294,3,2,11
7295,4,2,6
7296,1,1,5
7297,2,1,7
7298,4,1,3
7299,3,1,18
7300,4,1,9
7301,3,1,18
7302,1,2,14
7303,4,1,9
7304,4,1,12
7305,2,1,15
7306,3,1,12
7307,3,1,17
7308,2,1,10
7309,3,2,24
7310,1,1,10
7311,3,1,12
7312,3,1,4
7313,4,1,18
7314,2,1,1
7315,4,1,4
7316,1,1,4
7317,2,1,3
7318,2,2,29
7319,1,1,4
7320,1,1,2
7321,2,2,19
7322,2,1,6
7323,3,1,28
7324,2,1,15
7325,3,1,11
7326,2,1,10
7327,1,1,3
7328,3,1,20
7329,4,1,5
7330,4,1,13
7331,4,1,4
7332,3,1,14
7333,3,1,13
7334,2,1,10
7335,2,1,9
7336,2,1,12
7337,3,1,17
7338,4,2,11
7339,2,1,7
7340,2,1,3
7341,1,1,6
7342,2,1,7
7343,2,1,8
7344,2,2,29
7345,3,1,17
7346,4,1,4
7347,3,1,8
7348,3,1,8
7349,4,1,8
7350,2,2,18
7351,2,1,3
7352,4,1,28
7353,4,1,16
7354,4,1,12
7355,2,1,7
7356,4,1,10
7357,3,1,6
7358,1,1,8
7359,3,1,12
7360,4,1,10
7361,1,1,9
7362,2,1,3
7363,4,1,13
7364,4,1,4
7365,4,1,9
7366,4,1,5
7367,4,1,7
7368,2,1,9
7369,3,2,16
7370,3,1,16
7371,2,1,15
7372,4,1,13
7373,2,2,24
7374,1,1,5
7375,3,1,34
7376,3,1,12
7377,4,1,7
7378,2,1,18
7379,4,1,3
7380,3,2,10
7381,3,1,14
7382,4,2,5
7383,3,2,12
7384,4,1,2
7385,1,1,3
7386,3,1,15
7387,4,1,2
7388,4,1,4
7389,2,1,11
7390,3,2,10
7391,3,2,10
7392,4,1,7
7393,4,1,2
7394,2,2,6
7395,3,2,17
7396,2,1,3
7397,3,2,15
7398,2,1,3
7399,3,1,11
7400,4,1,1
7401,1,1,7
7402,3,1,5
7403,4,1,17
7404,4,2,14
7405,3,1,26
7406,2,2,10
7407,3,1,31
7408,3,1,17
7409,1,2,4
7410,2,1,4
7411,2,1,6
7412,2,1,5
7413,2,1,10
7414,3,1,32
7415,4,1,22
7416,2,1,12
7417,2,1,13
7418,2,1,9
7419,3,1,9
7420,3,2,8
7421,2,1,22
7422,2,1,31
7423,4,1,6
7424,4,2,5
7425,1,1,4
7426,1,1,2
7427,3,1,11
7428,3,2,11
7429,3,1,15
7430,4,1,2
7431,2,1,7
7432,3,2,18
7433,3,1,12
7434,3,2,22
7435,2,2,10
7436,4,1,4
7437,2,2,20
7438,1,1,5
7439,2,1,9
7440,2,1,6
7441,4,1,7
7442,3,1,18
7443,3,2,27
7444,4,2,11
7445,4,1,6
7446,1,1,12
7447,1,1,2
7448,3,1,5
7449,3,2,19
7450,1,1,13
7451,3,1,21
7452,4,1,0
7453,1,2,8
7454,1,1,6
7455,1,2,10
7456,3,1,18
7457,3,1,7
7458,2,1,7
7459,4,1,17
7460,2,1,7
7461,4,1,22
7462,3,1,10
7463,1,1,8
7464,2,2,19
7465,3,1,14
7466,1,1,3
7467,3,2,25
7468,2,1,28
7469,2,1,17
7470,4,1,7
7471,3,1,12
7472,1,1,3
7473,2,1,9
7474,3,2,57
7475,2,2,6
7476,4,1,10
7477,1,1,20
7478,4,1,8
7479,1,1,1
7480,1,1,8
7481,4,1,2
7482,4,2,9
7483,1,1,7
7484,3,1,25
7485,3,2,10
7486,2,1,5
7487,3,2,5
7488,1,1,7
7489,3,1,7
7490,1,1,5
7491,3,1,18
7492,1,1,2
7493,2,2,3
7494,1,1,5
7495,4,1,9
7496,1,1,3
7497,2,2,9
7498,3,1,14
7499,3,2,9
7500,4,1,3
7501,1,2,13
7502,4,1,6
7503,3,1,11
7504,4,1,3
7505,3,2,28
7506,3,1,14
7507,4,1,6
7508,4,1,5
7509,3,1,12
7510,3,2,19
7511,3,1,6
7512,2,2,9
7513,2,1,3
7514,3,1,9
7515,4,1,2
7516,3,1,12
7517,4,1,14
7518,3,1,8
7519,4,1,6
7520,4,1,10
7521,4,1,22
7522,2,1,14
7523,3,1,5
7524,3,1,13
7525,2,1,10
7526,2,1,14
7527,4,1,6
7528,3,1,8
7529,1,1,2
7530,4,2,5
7531,2,1,10
7532,2,1,5
7533,3,2,25
7534,4,1,3
7535,4,1,18
7536,2,1,3
7537,3,2,10
7538,2,1,16
7539,3,1,10
7540,3,1,17
7541,3,1,14
7542,2,1,12
7543,3,1,13
7544,3,1,6
7545,1,1,16
7546,1,1,5
7547,4,1,3
7548,4,1,6
7549,2,2,6
7550,3,1,28
7551,4,1,7
7552,2,2,3
7553,2,1,10
7554,1,1,7
7555,1,2,13
7556,1,1,9
7557,2,1,6
7558,3,2,38
7559,2,1,15
7560,3,1,8
7561,4,2,5
7562,4,1,3
7563,3,1,5
7564,3,1,6
7565,3,1,13
7566,3,1,10
7567,2,1,2
7568,2,1,10
7569,4,1,8
7570,3,1,5
7571,1,1,5
7572,4,1,5
7573,4,1,4
7574,2,1,5
7575,3,1,22
7576,4,2,21
7577,4,1,4
7578,1,2,18
7579,2,1,8
7580,2,1,4
7581,2,1,3
7582,3,1,10
7583,2,1,6
7584,1,2,18
7585,3,1,18
7586,2,2,14
7587,3,1,13
7588,1,1,16
7589,4,1,3
7590,4,1,12
7591,2,2,10
7592,4,1,2
7593,3,1,23
7594,4,1,1
7595,1,2,6
7596,2,1,11
7597,2,2,18
7598,1,1,6
7599,3,2,16
7600,3,1,17
7601,3,2,7
7602,2,1,1
7603,4,1,5
7604,3,2,16
7605,1,1,10
7606,1,1,9
7607,2,1,6
7608,3,1,19
7609,1,1,12
7610,1,1,12
7611,3,2,8
7612,4,1,8
7613,2,1,8
7614,2,2,6
7615,2,1,7
7616,2,2,15
7617,3,1,27
7618,4,1,8
7619,4,1,14
7620,3,1,6
7621,3,1,11
7622,4,1,2
7623,3,1,16
7624,1,1,4
7625,2,1,9
7626,2,2,16
7627,2,1,2
7628,3,1,5
7629,4,1,1
7630,1,1,12
7631,4,1,2
7632,1,1,1
7633,4,1,10
7634,2,1,13
7635,3,2,28
7636,3,2,32
7637,2,1,5
7638,4,1,9
7639,4,1,25
7640,1,1,11
7641,3,1,11
7642,3,1,38
7643,4,1,13
7644,3,1,22
7645,2,1,5
7646,4,1,2
7647,3,1,3
7648,3,2,19
7649,3,1,14
7650,3,1,8
7651,1,2,26
7652,4,1,6
7653,1,2,35
7654,1,1,13
7655,2,1,6
7656,3,2,16
7657,2,2,10
7658,1,1,6
7659,3,2,23
7660,2,1,4
7661,1,2,9
7662,4,1,6
7663,2,2,33
7664,4,1,5
7665,1,1,8
7666,1,1,5
7667,3,2,13
7668,2,1,8
7669,3,2,20
7670,2,1,7
7671,4,1,2
7672,4,1,6
7673,2,1,2
7674,4,1,22
7675,4,1,6
7676,2,2,7
7677,3,1,13
7678,1,1,27
7679,1,1,14
7680,1,1,8
7681,3,1,5
7682,3,1,7
7683,3,1,22
7684,3,1,9
7685,4,1,17
7686,2,1,5
7687,3,1,3
7688,2,2,4
7689,1,1,3
7690,3,1,13
7691,3,2,23
7692,2,1,13
7693,3,2,21
7694,1,1,8
7695,4,2,12
7696,3,1,5
7697,3,1,9
7698,2,1,12
7699,4,1,16
7700,1,1,5
7701,4,1,14
7702,1,1,7
7703,3,2,7
7704,2,1,9
7705,3,1,2
7706,3,2,12
7707,2,1,7
7708,3,2,20
7709,1,1,13
7710,3,2,12
7711,4,1,5
7712,1,1,4
7713,3,2,14
7714,3,1,18
7715,4,1,6
7716,3,1,28
7717,2,1,5
7718,2,1,8
7719,3,1,13
7720,2,1,4
7721,2,1,12
7722,3,2,10
7723,4,1,5
7724,3,1,11
7725,1,1,5
7726,2,2,12
7727,3,1,11
7728,3,1,10
7729,2,1,11
7730,4,1,9
7731,3,1,3
7732,4,1,5
7733,2,1,10
7734,2,2,39
7735,2,1,9
7736,1,1,8
7737,2,1,18
7738,2,1,23
7739,2,1,10
7740,1,1,5
7741,1,1,3
7742,1,2,6
7743,1,1,7
7744,2,1,7
7745,2,1,10
7746,1,1,7
7747,2,1,5
7748,4,1,4
7749,1,1,5
7750,1,1,5
7751,2,1,10
7752,2,1,8
7753,3,2,12
7754,3,1,22
7755,4,1,3
7756,3,1,7
7757,1,1,5
7758,4,2,8
7759,4,1,7
7760,2,2,11
7761,3,2,16
7762,3,1,17
7763,3,1,20
7764,3,1,15
7765,1,1,3
7766,3,1,23
7767,2,1,31
7768,4,1,3
7769,4,1,10
7770,2,2,17
7771,3,1,11
7772,3,1,14
7773,2,1,19
7774,2,1,7
7775,3,1,10
7776,3,1,12
7777,1,1,8
7778,2,1,4
7779,3,1,9
7780,1,1,12
7781,1,1,2
7782,1,1,5
7783,3,1,11
7784,3,2,17
7785,3,1,18
7786,1,2,18
7787,3,1,9
7788,2,1,3
7789,4,1,6
7790,3,1,22
7791,4,1,7
7792,3,1,10
7793,3,1,8
7794,2,1,12
7795,3,2,15
7796,4,1,11
7797,4,2,7
7798,1,2,18
7799,3,2,13
7800,2,1,10
7801,3,1,6
7802,2,1,5
7803,4,1,10
7804,1,1,4
7805,2,1,4
7806,3,1,4
7807,2,1,13
7808,2,2,9
7809,2,2,17
7810,4,1,7
7811,3,2,24
7812,1,1,9
7813,2,2,11
7814,3,2,11
7815,2,1,11
7816,3,1,49
7817,2,1,6
7818,3,1,14
7819,4,1,6
7820,3,2,15
7821,2,1,6
7822,1,1,16
7823,3,1,15
7824,4,1,16
7825,1,1,5
7826,3,1,5
7827,2,1,17
7828,1,1,7
7829,4,1,14
7830,4,1,5
7831,2,1,8
7832,4,1,14
7833,3,1,9
7834,4,1,11
7835,4,1,17
7836,3,1,9
7837,4,1,10
7838,2,1,8
7839,3,2,22
7840,1,2,5
7841,4,2,16
7842,2,1,3
7843,4,1,6
7844,3,1,4
7845,1,1,2
7846,2,1,7
7847,2,1,9
7848,4,1,5
7849,3,2,18
7850,1,1,16
7851,3,1,14
7852,3,1,14
7853,1,2,11
7854,3,2,21
7855,1,1,2
7856,1,1,2
7857,3,2,10
7858,2,1,6
7859,3,1,30
7860,2,1,18
7861,1,1,4
7862,4,1,2
7863,2,1,15
7864,1,1,4
7865,2,1,7
7866,2,1,14
7867,3,2,27
7868,3,1,21
7869,1,2,10
7870,2,2,23
7871,3,2,9
7872,1,1,3
7873,4,1,9
7874,4,1,14
7875,3,1,5
